order_id,order_ts,customer_id,product_id,store_id,quantity,unit_price,discount_pct,gross_amount,payment_method,order_status
O0006060,2026-02-11 04:42:00,C02197,P00755,S027,5,49547.43,0.05,222963.43,UPI,returned
O0006061,2026-03-17 07:42:00,C00356,P00335,S063,5,44202.95,0.05,209964.01,CARD,delivered
O0006062,2026-02-14 06:44:00,C00757,P00146,S065,4,33555.66,0.15,114089.24,COD,cancelled
O0006063,2025-11-29 02:04:00,C00241,P00302,S067,1,77878.53,0.0,73984.6,NETBANKING,delivered
O0006064,2025-10-17 06:15:00,C01960,P00658,S008,4,12844.15,0.0,46238.94,COD,returned
O0006065,2026-03-04 13:30:00,C01703,P00357,S021,1,unknown,0.15,bad_amount,CARD,delivered
O0006066,2025-11-12 21:53:00,C00837,P00142,S057,4,5620.83,0.05,22483.32,NETBANKING,cancelled
O0006067,2026-01-07 05:36:00,C00833,P00468,S037,1,20679.65,0.0,20679.65,CARD,returned
O0006068,2025-11-23 23:37:00,C01413,P00684,S049,1,16017.13,0.15,13614.56,CARD,shipped
O0006069,2025-10-12 21:34:00,C00041,P00733,S036,2,unknown,0.15,bad_amount,CARD,delivered
O0006070,2025-10-25 18:08:00,C01829,P00287,S066,3,62602.53,0.05,187807.59,COD,delivered
O0006071,2026-02-18 06:41:00,C01915,P00151,S004,2,75849.67,0.15,128944.44,UPI,returned
O0006072,2025-10-05 03:17:00,C00573,P00479,S023,4,78587.43,0.05,282914.75,UPI,returned
O0006073,2026-02-24 11:34:00,C00432,P00370,S010,1,27086.8,0.15,27086.8,COD,returned
O0006074,2026-03-01 16:26:00,C01669,P00550,S054,2,13602.82,0.15,27205.64,CARD,cancelled
O0006075,2025-12-10 07:40:00,C00262,P00788,S048,5,37468.74,0.05,168609.33,CARD,shipped
O0006076,2026-02-28 16:49:00,C00554,P00586,S006,2,3537.34,0.0,7074.68,NETBANKING,cancelled
O0006077,2026-01-03 03:23:00,C02016,P00452,S021,1,2194.3,0.05,1974.87,COD,delivered
O0006078,2026-03-25 13:25:00,C02154,P00673,S038,4,48750.05,0.15,165750.17,COD,delivered
O0006079,2025-11-25 07:22:00,C02070,P00797,S007,1,5755.55,0.0,4892.22,COD,delivered
O0006080,2026-01-23 12:22:00,C00138,P00253,S005,1,84098.93,0.15,71484.09,COD,returned
O0006081,2025-12-27 13:38:00,C00955,P00136,S023,2,4472.87,0.0,7603.88,COD,shipped
O0006082,2026-03-27 15:57:00,C00896,P00254,S075,4,78088.55,0.15,281118.78,UPI,delivered
O0006083,2025-12-02 13:14:00,C02487,P00229,S057,1,55077.48,0.15,55077.48,UPI,cancelled
O0006084,2025-10-31 19:32:00,C00330,P00563,S060,4,17399.1,0.0,69596.4,NETBANKING,cancelled
O0006085,2026-03-17 18:36:00,C00225,P00338,S044,2,8584.95,0.15,17169.9,NETBANKING,delivered
O0006086,2025-12-07 04:28:00,C01814,P00769,S066,3,48883.94,0.1,146651.82,CARD,cancelled
O0006087,2025-10-31 14:59:00,C01405,P00410,S040,1,28751.74,0.15,24438.98,NETBANKING,delivered
O0006088,2025-12-07 07:26:00,C01537,P00086,S060,3,14892.77,0.1,42444.39,UPI,returned
O0006089,2026-02-09 20:30:00,C01511,P00111,S068,1,28120.7,0.05,26714.67,UPI,cancelled
O0006090,2025-10-12 05:48:00,C01074,P00299,S009,3,2640.76,0.0,7526.17,UPI,delivered
O0006091,2025-11-14 01:04:00,C00293,P00422,S004,2,60430.85,0.05,114818.61,CARD,returned
O0006092,2026-03-06 06:29:00,C00714,P00429,S032,1,38540.65,0.05,32759.55,CARD,returned
O0006093,2025-11-20 07:42:00,C00835,P00175,S070,1,67005.44,0.1,63655.17,CARD,delivered
O0006094,2025-11-06 08:00:00,C00535,P00278,S013,1,52543.69,0.15,49916.51,COD,returned
O0006095,2026-01-12 01:01:00,C01027,P00465,S056,4,86969.03,0.0,330482.31,CARD,returned
O0006096,2025-10-04 23:11:00,C01099,P00323,S006,4,3717.78,0.05,14871.12,UPI,delivered
O0006097,2026-01-19 23:55:00,C02258,P00170,S063,5,40253.57,0.05,171077.67,COD,delivered
O0006098,2026-02-25 16:12:00,C00925,P00455,S035,4,59933.31,0.0,215759.92,UPI,delivered
O0006099,2026-01-07 17:17:00,C01706,P00300,S026,5,27187.86,0.05,122345.37,UPI,cancelled
O0006100,2025-12-24 19:14:00,C02124,P00245,S069,1,30918.13,0.05,27826.32,NETBANKING,returned
O0006101,2025-10-13 12:40:00,C01381,P00463,S031,3,54939.76,0.1,148337.35,COD,shipped
O0006102,2025-10-31 06:53:00,C01562,P00074,S054,2,78360.4,0.05,133212.68,COD,delivered
O0006103,2025-11-27 01:42:00,C00891,P00702,S025,5,46092.54,0.1,195893.3,COD,shipped
O0006104,2025-11-07 00:16:00,C01148,P00150,S008,3,19573.06,0.1,55783.22,CARD,cancelled
O0006105,2026-03-24 15:12:00,C01850,P00787,S049,5,83397.91,0.0,416989.55,CARD,delivered
O0006106,2026-03-11 22:35:00,C00936,P00676,S044,4,37253.32,0.1,126661.29,UPI,delivered
O0006107,2025-11-13 04:00:00,C01868,P00573,S072,2,51078.66,0.15,86833.72,COD,delivered
O0006108,2025-11-10 15:47:00,C00118,P00729,S021,1,64831.95,0.15,55107.16,CARD,delivered
O0006109,2026-03-24 07:33:00,C00035,P00687,S005,2,28120.7,0.05,56241.4,UPI,delivered
O0006110,2025-10-29 01:35:00,C02291,P00173,S015,1,41566.57,0.0,39488.24,CARD,returned
O0006111,2026-02-13 15:32:00,C01190,P00108,S060,1,31466.94,0.05,31466.94,NETBANKING,shipped
O0006112,2025-12-13 01:51:00,C00722,P00754,S037,1,84786.09,0.05,72068.18,COD,shipped
O0006113,2026-01-03 07:32:00,C02381,P00092,S041,4,62160.53,0.1,211345.8,CARD,delivered
O0006114,2026-03-31 23:55:00,C00567,P00726,S067,1,20639.77,0.05,19607.78,NETBANKING,delivered
O0006115,2026-03-28 11:59:00,C01279,P00261,S052,5,7821.69,0.05,35197.6,CARD,shipped
O0006116,2025-11-08 09:59:00,C01279,P00497,S024,4,64743.01,0.1,258972.04,COD,delivered
O0006117,2026-99-99 10:00:00,C00437,P00764,S038,5,59644.64,0.05,298223.2,UPI,delivered
O0006118,2025-10-18 13:41:00,C00106,P00756,S056,1,4658.4,0.15,3959.64,UPI,shipped
O0006119,2026-99-99 10:00:00,C00883,P00357,S005,2,77257.9,0.0,154515.8,COD,shipped
O0006120,2025-11-14 06:14:00,C00307,P00365,S016,3,57671.0,0.0,155711.7,CARD,shipped
O0006121,2025-11-15 21:34:00,C00344,P00674,S036,5,31076.49,0.15,139844.21,CARD,returned
O0006122,2026-04-07 18:00:00,C02376,P00669,S075,3,78587.43,0.0,200397.95,COD,shipped
O0006123,2026-02-04 04:35:00,C02254,P00310,S013,4,unknown,0.0,bad_amount,NETBANKING,delivered
O0006124,2026-04-04 17:11:00,C01614,P00146,S034,4,68692.94,0.05,261033.17,COD,delivered
O0006125,2026-02-25 02:29:00,C02314,P00235,S020,2,38399.61,0.1,69119.3,COD,shipped
O0006126,2026-04-04 23:01:00,C01098,P00798,S050,3,2911.66,0.05,7861.48,CARD,delivered
O0006127,2026-02-19 05:28:00,C00570,P00440,S071,1,26601.15,0.15,22610.98,UPI,delivered
O0006128,2026-02-20 09:19:00,C02001,P00505,S066,4,54171.73,0.15,216686.92,CARD,returned
O0006129,2026-01-14 15:18:00,C02264,P00761,S067,2,85008.97,0.1,161517.04,CARD,shipped
O0006130,2026-02-20 16:03:00,C00663,P00365,S022,3,64199.22,0.1,163708.01,COD,returned
O0006131,2025-10-08 07:45:00,C00905,P00619,S043,1,33311.51,0.05,29980.36,UPI,delivered
O0006132,2025-10-19 06:22:00,C02074,P00342,S062,2,42833.72,0.1,77100.7,UPI,cancelled
O0006133,2025-12-08 07:49:00,C01682,P00132,S011,1,27317.69,0.15,25951.81,CARD,delivered
O0006134,2025-12-16 11:28:00,C01236,P00191,S042,2,37810.18,0.15,68058.32,NETBANKING,delivered
O0006135,2025-10-31 18:43:00,C00495,P00434,S001,3,3717.78,0.0,11153.34,UPI,cancelled
O0006136,2025-12-16 21:21:00,C02236,P00414,S016,2,6421.55,0.1,11558.79,UPI,returned
O0006137,2026-01-01 10:07:00,C00798,P00016,S052,1,62160.53,0.0,62160.53,COD,shipped
O0006138,2026-01-31 02:03:00,C00249,P00254,S060,3,2194.3,0.0,5595.47,CARD,delivered
O0006139,2025-10-23 18:19:00,C00316,P00046,S008,2,87048.32,0.05,147982.14,NETBANKING,cancelled
O0006140,2026-01-19 00:27:00,C02146,P00571,S009,2,44208.86,0.1,75155.06,COD,shipped
O0006141,2026-01-18 23:03:00,C01328,P00666,S073,4,1922.83,0.0,6922.19,COD,delivered
O0006142,2025-12-08 05:30:00,C02490,P00032,S014,3,13191.5,0.15,39574.5,UPI,shipped
O0006143,2025-11-20 20:43:00,C00907,P00783,S009,4,11394.9,0.15,41021.64,CARD,delivered
O0006144,2025-10-04 00:53:00,C01262,P00691,S045,2,26020.02,0.05,52040.04,UPI,returned
O0006145,2025-11-10 06:20:00,C01552,P00526,S069,1,unknown,0.05,bad_amount,UPI,delivered
O0006146,2025-12-14 18:25:00,C02030,P00418,S070,two,19053.8,0.1,32391.46,COD,shipped
O0006147,2025-10-17 21:49:00,C01979,P00784,S007,2,31076.49,0.15,62152.98,CARD,delivered
O0006148,2026-03-10 03:31:00,C00518,P00784,S053,5,42258.49,0.0,190163.2,CARD,delivered
O0006149,2025-10-04 00:48:00,C00654,P00639,S015,2,30430.68,0.1,60861.36,COD,delivered
O0006150,2025-12-30 19:19:00,C02397,P00716,S072,2,38089.33,0.0,72369.73,UPI,delivered
O0006151,2025-10-30 01:21:00,C00352,P00191,S034,5,54225.5,0.1,271127.5,CARD,delivered
O0006152,2026-01-10 00:44:00,C02007,P00241,S023,2,19431.16,0.05,33032.97,UPI,cancelled
O0006153,2025-10-27 05:15:00,C01354,P00314,S001,2,17827.3,0.05,32089.14,COD,delivered
O0006154,2026-01-05 22:32:00,C01146,P00564,S008,5,87547.32,0.05,437736.6,UPI,cancelled
O0006155,2026-01-13 11:55:00,C00081,P00745,S004,4,15309.71,0.0,58176.9,CARD,returned
O0006156,2026-03-22 15:20:00,C01575,P00083,S030,3,7233.88,0.1,18446.39,CARD,returned
O0006157,2025-11-03 07:12:00,C00086,P00712,S033,3,75613.95,0.15,215499.76,UPI,shipped
O0006158,2025-11-14 15:08:00,C00791,P00618,S046,1,80320.66,0.1,80320.66,UPI,shipped
O0006159,2026-02-23 03:48:00,C00325,P00154,S068,4,45170.92,0.1,180683.68,CARD,shipped
O0006160,2026-01-14 20:05:00,C00989,P00785,S018,5,87329.08,0.15,414813.13,NETBANKING,delivered
O0006161,2026-01-03 02:53:00,C00585,P00486,S051,2,80821.7,0.0,137396.89,COD,shipped
O0006162,2025-12-31 19:00:00,C00441,P00016,S028,5,69467.49,0.1,329970.58,COD,cancelled
O0006163,2026-03-02 08:13:00,C02437,P00515,S023,1,84326.32,0.0,75893.69,NETBANKING,cancelled
O0006164,2026-02-06 02:09:00,C00278,P00658,S023,4,84203.59,0.05,336814.36,NETBANKING,returned
O0006165,2026-02-22 11:05:00,C00696,P00621,S039,5,33861.69,0.1,143912.18,CARD,delivered
O0006166,2026-01-03 05:57:00,C01729,P00754,S044,1,17488.11,0.15,17488.11,UPI,delivered
O0006167,2026-02-21 15:22:00,C02073,P00021,S072,2,78375.62,0.0,141076.12,UPI,delivered
O0006168,2026-01-20 01:52:00,C02030,P00265,S017,3,60430.85,0.0,163163.29,COD,delivered
O0006169,2025-12-26 08:47:00,C00407,P00574,S072,5,52875.22,0.0,224719.68,COD,shipped
O0006170,2026-01-26 12:37:00,C00641,P00365,S072,2,73064.68,0.1,124209.96,NETBANKING,delivered
O0006171,2026-02-01 21:09:00,C02436,P00653,S047,1,34919.69,0.0,29681.74,COD,delivered
O0006172,2025-10-12 08:17:00,C02500,P00480,S039,2,46207.17,0.0,92414.34,NETBANKING,delivered
O0006173,2026-03-15 19:23:00,C00007,P00043,S057,5,41566.57,0.1,176657.92,UPI,cancelled
O0006174,2025-12-02 07:36:00,C00471,P00796,S004,4,51580.17,0.0,185688.61,CARD,delivered
O0006175,2025-10-23 16:26:00,C02357,P00068,S033,5,85045.12,0.15,382703.04,CARD,cancelled
O0006176,2026-01-05 23:45:00,C02242,P00589,S007,4,18616.48,0.0,74465.92,UPI,returned
O0006177,2026-03-29 00:56:00,C00388,P00532,S046,4,38231.58,0.0,145280.0,COD,delivered
O0006178,2026-03-07 15:44:00,C00132,P00463,S012,2,35238.69,0.15,59905.77,NETBANKING,shipped
O0006179,2025-12-14 11:49:00,C01621,P00516,S055,1,74754.17,0.0,67278.75,COD,cancelled
O0006180,2026-02-05 22:58:00,C00355,P00646,S025,5,56384.75,0.1,281923.75,NETBANKING,returned
O0006181,2026-01-26 02:37:00,C00264,P00121,S063,1,2640.76,0.0,2508.72,COD,returned
O0006182,2025-12-15 12:24:00,C01059,P00688,S061,5,27347.38,0.15,136736.9,CARD,returned
O0006183,2026-02-26 04:25:00,C00926,P00683,S032,5,8584.95,0.1,42924.75,CARD,returned
O0006184,2026-03-20 11:47:00,C00121,P00358,S038,3,54615.0,0.1,163845.0,CARD,delivered
O0006185,2025-12-19 04:56:00,C00350,P00706,S054,1,8044.48,0.15,7642.26,COD,delivered
O0006186,2026-02-20 18:56:00,C00101,P00203,S051,5,89381.89,0.1,402218.51,UPI,delivered
O0006187,2026-02-26 17:52:00,C02288,P00654,S028,1,6096.19,0.05,5181.76,CARD,cancelled
O0006188,2025-11-10 03:01:00,C02082,P00630,S035,1,71889.3,0.15,64700.37,CARD,returned
O0006189,2025-10-31 10:23:00,C00431,P00603,S068,1,4843.15,0.05,4600.99,NETBANKING,delivered
O0006190,2025-11-24 22:01:00,C00579,P00728,S051,5,80492.32,0.0,342092.36,NETBANKING,cancelled
O0006191,2025-10-23 04:17:00,C01058,P00078,S043,2,41566.57,0.15,74819.83,CARD,delivered
O0006192,2026-01-29 04:30:00,C02331,P00301,S074,5,unknown,0.1,bad_amount,UPI,delivered
O0006193,2026-04-01 16:39:00,C01578,P00435,S024,5,20679.65,0.05,98228.34,NETBANKING,cancelled
O0006194,2025-12-04 01:32:00,C00159,P00032,S022,4,61653.87,0.05,209623.16,COD,cancelled
O0006195,2025-10-07 07:19:00,C01536,P00218,S035,5,28751.74,0.0,129382.83,NETBANKING,cancelled
O0006196,2025-10-16 15:38:00,C01948,P00610,S032,5,13355.18,0.15,56759.51,UPI,returned
O0006197,2025-12-31 05:02:00,C01542,P00716,S032,5,17044.94,0.1,76702.23,NETBANKING,cancelled
O0006198,2026-01-28 08:06:00,C00804,P00641,S028,3,9188.73,0.1,23431.26,COD,delivered
O0006199,2026-03-06 01:05:00,C00731,P00594,S009,2,28237.73,0.1,56475.46,CARD,returned
O0006200,2025-12-06 04:49:00,C02053,P00059,S009,1,42679.32,0.1,38411.39,COD,returned
O0006201,2026-01-26 05:03:00,C00560,P00176,S059,3,28538.84,0.0,77054.87,CARD,cancelled
O0006202,2026-03-11 17:01:00,C00221,P00585,S050,4,40514.44,0.15,162057.76,UPI,returned
O0006203,2025-11-30 06:56:00,C01757,P00577,S059,5,70944.79,0.05,354723.95,CARD,returned
O0006204,2025-11-02 16:30:00,C01812,P00155,S026,5,15309.71,0.1,76548.55,CARD,returned
O0006205,2026-04-09 17:06:00,C01774,P00611,S022,3,34760.41,0.15,99067.17,UPI,delivered
O0006206,2025-10-07 05:13:00,C01853,P00017,S035,5,12387.77,0.05,52648.02,UPI,delivered
O0006207,2025-12-14 11:50:00,C00844,P00543,S066,3,84092.97,0.05,214437.07,CARD,returned
O0006208,2026-03-06 19:28:00,C01899,P00330,S034,1,18303.79,0.0,16473.41,UPI,delivered
O0006209,2026-02-14 00:39:00,C01788,P00702,S002,5,19639.92,0.0,83469.66,UPI,delivered
O0006210,2026-02-08 03:19:00,C00974,P00566,S038,4,19705.48,0.0,70939.73,UPI,delivered
O0006211,2025-12-26 20:18:00,C00807,P00349,S055,1,15220.71,0.0,14459.67,UPI,cancelled
O0006212,2025-10-11 10:20:00,C00551,P00748,S063,2,57158.76,0.15,97169.89,UPI,returned
O0006213,2026-01-16 18:33:00,C00244,P00114,S057,4,67394.88,0.15,256100.54,NETBANKING,delivered
O0006214,2026-01-12 01:39:00,C01966,P00695,S040,3,59473.65,0.1,169499.9,CARD,cancelled
O0006215,2026-03-03 11:48:00,C02253,P00170,S051,4,26973.68,0.0,91710.51,NETBANKING,returned
O0006216,2025-11-06 17:52:00,C01842,P00632,S048,1,49355.01,0.05,49355.01,UPI,delivered
O0006217,2025-11-27 10:03:00,C01574,P00403,S006,1,12154.88,0.0,10331.65,CARD,returned
O0006218,2025-12-20 10:03:00,C01799,P00797,S011,2,24215.81,0.0,43588.46,NETBANKING,returned
O0006219,2026-03-16 19:31:00,C01918,P00254,S056,2,19573.06,0.15,39146.12,CARD,delivered
O0006220,2026-03-28 02:03:00,C00125,P00639,S038,1,unknown,0.1,bad_amount,NETBANKING,shipped
O0006221,2026-03-19 03:15:00,C00042,P00512,S029,1,87331.64,0.0,82965.06,UPI,cancelled
O0006222,2025-11-21 09:32:00,C01389,P00021,S018,1,8844.99,0.15,8844.99,CARD,shipped
O0006223,2026-03-15 14:50:00,C01776,P00086,S041,4,89228.66,0.1,339068.91,CARD,cancelled
O0006224,2025-10-29 22:10:00,C02300,P00367,S070,4,81560.2,0.05,293616.72,COD,delivered
O0006225,2025-12-16 16:55:00,C02088,P00340,S058,2,53949.22,0.15,107898.44,CARD,delivered
O0006226,2026-01-07 05:15:00,C00432,P00256,S044,5,8844.99,0.0,37591.21,CARD,shipped
O0006227,2026-02-14 21:46:00,C01379,P00401,S066,3,85265.81,0.15,243007.56,UPI,returned
O0006228,2026-02-15 01:25:00,C00583,P00594,S065,2,74405.37,0.05,126489.13,UPI,shipped
O0006229,2025-12-18 02:15:00,C02240,P00183,S013,4,20738.03,0.05,78804.51,NETBANKING,delivered
O0006230,2026-01-11 09:14:00,C01369,P00659,S071,1,7484.53,0.0,6361.85,UPI,cancelled
O0006231,2026-02-11 08:04:00,C00140,P00169,S007,1,57830.24,0.0,49155.7,CARD,delivered
O0006232,2025-10-28 04:22:00,C02012,P00786,S020,5,79244.19,0.05,356598.86,NETBANKING,shipped
O0006233,2026-02-09 09:32:00,C01675,P00585,S065,5,86349.23,0.0,410158.84,CARD,delivered
O0006234,2025-12-26 01:36:00,C01914,P00724,S072,1,51580.17,0.0,46422.15,CARD,cancelled
O0006235,2026-03-28 08:11:00,C01298,P00769,S061,1,8221.56,0.0,8221.56,COD,delivered
O0006236,2025-11-01 01:48:00,C01406,P00637,S069,3,30260.29,0.05,90780.87,NETBANKING,delivered
O0006237,2025-10-29 00:43:00,C01690,P00686,S014,3,78345.78,0.1,199781.74,COD,delivered
O0006238,2025-12-15 00:22:00,C01702,P00513,S013,1,67514.24,0.1,64138.53,COD,cancelled
O0006239,2025-12-20 08:44:00,C01295,P00380,S066,3,69911.56,0.15,199247.95,CARD,returned
O0006240,2025-12-20 11:00:00,C01149,P00071,S013,3,45543.07,0.0,129797.75,NETBANKING,delivered
O0006241,2025-12-23 09:00:00,C00707,P00633,S025,5,9104.97,0.1,43248.61,NETBANKING,cancelled
O0006242,2025-11-12 19:28:00,C02268,P00230,S046,2,25959.56,0.1,46727.21,COD,returned
O0006243,2026-03-01 10:29:00,C01232,P00532,S048,2,74693.65,0.1,141917.93,UPI,delivered
O0006244,2025-11-09 07:43:00,C00650,P00610,S049,1,89193.1,0.15,75814.14,CARD,returned
O0006245,2026-01-10 12:05:00,C02098,P00336,S004,5,38089.33,0.1,180924.32,UPI,cancelled
O0006246,2025-11-02 01:36:00,C00472,P00011,S020,3,28968.34,0.05,78214.52,UPI,delivered
O0006247,2026-03-19 06:03:00,C01001,P00143,S050,1,19592.08,0.05,19592.08,CARD,returned
O0006248,2026-02-15 17:26:00,C01746,P00427,S068,5,77109.64,0.15,327715.97,NETBANKING,delivered
O0006249,2025-12-10 23:32:00,C02344,P00089,S024,1,16567.6,0.05,15739.22,UPI,returned
O0006250,2025-10-04 08:12:00,C01719,P00585,S008,4,26173.66,0.1,94225.18,CARD,cancelled
O0006251,2026-03-29 09:44:00,C01067,P00310,S018,3,8603.44,0.0,21938.77,UPI,delivered
O0006252,2026-01-14 14:00:00,C01475,P00214,S005,5,41407.8,0.05,207039.0,CARD,cancelled
O0006253,2026-03-10 02:55:00,C00421,P00034,S033,3,23401.12,0.0,59672.86,COD,shipped
O0006254,2026-01-18 08:48:00,C00578,P00530,S040,4,20332.68,0.0,77264.18,UPI,shipped
O0006255,2026-04-05 08:47:00,C01388,P00650,S064,5,74754.17,0.05,373770.85,COD,returned
O0006256,2025-10-16 10:17:00,C00429,P00524,S021,1,74693.65,0.15,70958.97,COD,delivered
O0006257,2025-10-01 13:42:00,C01372,P00195,S004,5,52247.79,0.0,261238.95,COD,delivered
O0006258,2026-03-31 13:45:00,C02063,P00643,S016,4,56245.76,0.15,202484.74,UPI,delivered
O0006259,2026-03-23 20:14:00,C01977,P00367,S066,1,85045.12,0.0,80792.86,CARD,delivered
O0006260,2026-03-26 03:53:00,C00095,P00626,S075,2,65681.17,0.1,111657.99,COD,returned
O0006261,2025-12-22 14:04:00,C00847,P00261,S015,5,unknown,0.0,bad_amount,CARD,returned
O0006262,2025-10-07 13:07:00,C02226,P00783,S043,4,1942.77,0.05,7771.08,NETBANKING,delivered
O0006263,2025-10-15 13:31:00,C02412,P00387,S062,1,80821.7,0.0,68698.44,CARD,shipped
O0006264,2026-03-31 16:39:00,C00431,P00482,S062,1,3662.81,0.05,3113.39,CARD,cancelled
O0006265,2026-02-15 20:20:00,C00248,P00353,S017,4,17399.1,0.1,69596.4,UPI,cancelled
O0006266,2026-03-19 22:35:00,C00302,P00513,S046,4,58149.68,0.1,220968.78,CARD,shipped
O0006267,2026-01-15 14:24:00,C02500,P00677,S001,4,29491.73,0.1,100271.88,COD,delivered
O0006268,2025-10-21 13:42:00,C00354,P00367,S027,4,37468.74,0.1,149874.96,UPI,shipped
O0006269,2025-11-07 09:08:00,C02400,P00442,S073,4,71882.12,0.15,244399.21,NETBANKING,returned
O0006270,2026-01-18 19:50:00,C01915,P00572,S023,5,26601.15,0.0,133005.75,NETBANKING,delivered
O0006271,2025-12-06 03:48:00,C01110,P00687,S006,2,7430.37,0.1,12631.63,NETBANKING,delivered
O0006272,2025-11-23 17:15:00,C00977,P00072,S013,3,52116.36,0.0,156349.08,COD,shipped
O0006273,2026-02-02 20:55:00,C02207,P00228,S002,4,26763.85,0.15,107055.4,COD,returned
O0006274,2025-10-06 16:11:00,C00057,P00701,S038,3,45826.4,0.05,116857.32,CARD,delivered
O0006275,2025-10-31 06:02:00,C00806,P00584,S032,2,85893.82,0.1,163198.26,COD,delivered
O0006276,2025-12-03 11:28:00,C02294,P00267,S033,1,78360.4,0.15,74442.38,CARD,cancelled
O0006277,2026-02-19 02:08:00,C01284,P00656,S062,1,37468.74,0.05,31848.43,COD,delivered
O0006278,2025-12-22 21:18:00,C01579,P00444,S008,5,19279.15,0.15,96395.75,NETBANKING,cancelled
O0006279,2025-12-08 15:05:00,C01185,P00749,S052,2,33752.53,0.05,64129.81,COD,returned
O0006280,2025-12-23 09:37:00,C01346,P00502,S067,4,33985.86,0.0,135943.44,UPI,shipped
O0006281,2026-02-08 07:09:00,C00976,P00415,S007,4,12030.66,0.15,40904.24,CARD,delivered
O0006282,2025-10-19 14:53:00,C00371,P00768,S006,5,71506.81,0.1,339657.35,CARD,cancelled
O0006283,2026-02-19 07:56:00,C01538,P00575,S030,2,57337.67,0.1,103207.81,COD,delivered
O0006284,2025-10-20 13:54:00,C01573,P00355,S012,1,9697.27,0.1,9697.27,UPI,delivered
O0006285,2026-02-09 04:59:00,C00630,P00630,S026,2,41370.63,0.15,70330.07,COD,returned
O0006286,2026-02-18 07:52:00,C00195,P00340,S020,3,10895.35,0.0,27783.14,COD,returned
O0006287,2026-02-17 04:56:00,C01912,P00698,S010,3,52945.24,0.05,135010.36,COD,delivered
O0006288,2025-12-30 16:25:00,C01224,P00528,S060,5,42029.99,0.0,210149.95,CARD,returned
O0006289,2026-03-06 02:40:00,C02036,P00402,S054,4,5445.8,0.0,21783.2,COD,shipped
O0006290,2025-12-31 22:33:00,C00432,P00533,S057,1,58244.12,0.0,49507.5,UPI,delivered
O0006291,2025-11-25 13:20:00,C00035,P00065,S054,1,76903.69,0.05,73058.51,COD,cancelled
O0006292,2026-01-09 19:06:00,C01826,P00187,S043,2,64743.01,0.1,116537.42,NETBANKING,returned
O0006293,2025-12-09 05:51:00,C00532,P00525,S068,1,33429.26,0.1,31757.8,CARD,shipped
O0006294,2025-12-04 03:16:00,C02360,P00257,S023,2,73184.59,0.15,146369.18,NETBANKING,delivered
O0006295,2026-01-11 06:57:00,C01452,P00244,S012,2,16032.79,0.0,32065.58,COD,delivered
O0006296,2025-10-06 17:01:00,C00367,P00035,S005,3,4843.15,0.05,13802.98,COD,returned
O0006297,2025-10-12 09:28:00,C01787,P00612,S012,3,84622.51,0.15,215787.4,UPI,delivered
O0006298,2025-12-28 18:20:00,C02079,P00287,S053,1,unknown,0.0,bad_amount,NETBANKING,delivered
O0006299,2026-02-08 09:30:00,,P00625,S020,1,63834.05,0.15,54258.94,CARD,shipped
O0006300,2025-10-22 19:52:00,C02205,P00206,S031,5,40942.26,0.05,174004.61,CARD,delivered
O0006301,2026-01-17 11:22:00,C01627,P00072,S031,5,18616.48,0.1,79120.04,COD,delivered
O0006302,2026-03-30 04:00:00,C01779,P00102,S063,2,3662.81,0.15,6226.78,UPI,delivered
O0006303,2025-10-23 05:34:00,C01403,P00708,S009,1,46039.77,0.15,41435.79,CARD,returned
O0006304,2025-12-09 17:35:00,C00908,P00722,S015,5,373.78,0.0,1775.45,NETBANKING,returned
O0006305,2025-12-02 11:19:00,C01328,P00658,S051,1,3535.63,0.1,3358.85,UPI,cancelled
O0006306,2025-10-07 20:21:00,C00562,P00622,S002,4,49355.01,0.0,187549.04,COD,delivered
O0006307,2026-02-25 02:21:00,C02044,P00334,S001,4,440.53,0.15,1674.01,CARD,cancelled
O0006308,2025-11-13 04:38:00,C01347,P00013,S045,5,19954.26,0.05,94782.73,NETBANKING,shipped
O0006309,2025-11-18 02:08:00,C02126,P00709,S034,2,2068.6,0.05,3723.48,UPI,returned
O0006310,2025-12-07 02:33:00,C01767,P00729,S021,3,65636.84,0.0,177219.47,COD,delivered
O0006311,2025-12-18 10:46:00,C00765,P00459,S025,4,5362.63,0.0,18232.94,CARD,returned
O0006312,2025-11-11 22:05:00,C02089,P00793,S021,1,78806.84,0.05,78806.84,UPI,cancelled
O0006313,2025-12-10 06:33:00,C00705,P00623,S006,3,73997.56,0.05,188693.78,CARD,delivered
O0006314,2026-03-18 13:21:00,C01749,P00656,S059,1,5814.81,0.05,5233.33,CARD,cancelled
O0006315,2026-01-05 02:03:00,C01917,P00675,S072,4,85536.27,0.15,290823.32,NETBANKING,shipped
O0006316,2026-03-14 23:38:00,C01192,P00430,S004,4,12427.11,0.1,47223.02,NETBANKING,delivered
O0006317,2025-12-29 00:56:00,C00390,P00613,S018,2,87048.32,0.1,174096.64,UPI,shipped
O0006318,2026-02-08 21:49:00,C01349,P00789,S009,2,16017.01,0.15,30432.32,UPI,delivered
O0006319,2025-12-11 20:59:00,C00605,P00385,S059,3,48105.37,0.1,129884.5,NETBANKING,returned
O0006320,2026-03-24 07:18:00,C00540,P00166,S071,3,81560.2,0.05,232446.57,NETBANKING,delivered
O0006321,2025-10-20 06:00:00,C00861,P00191,S017,2,50562.19,0.0,85955.72,COD,shipped
