product_id,product_name,category,brand,unit_price,status,created_date
P00788,Speaker 788,Electronics,BrandD,7687.85,active,2025-04-22
P00789,Lamp 789,Home,BrandA,46207.17,active,2023-08-12
P00790,Chair 790,Home,BrandB,50083.64,active,2024-11-10
P00791,Jacket 791,Fashion,BrandA,54939.76,active,2023-03-18
P00792,Mixer 792,Home,BrandC,89381.89,active,2024-02-24
P00793,Jeans 793,Fashion,BrandC,87278.29,active,2025-12-13
P00794,Lamp 794,Home,BrandA,79522.54,discontinued,2024-03-30
P00795,T-Shirt 795,Fashion,BrandD,8177.98,discontinued,2023-09-11
P00796,Shampoo 796,Beauty,BrandB,54612.57,active,2023-07-07
P00797,Jacket 797,Fashion,BrandD,19573.06,active,2024-04-07
P00798,Smartphone 798,Electronics,BrandA,76944.83,active,2025-10-31
P00799,Oil 799,Grocery,BrandA,89228.66,discontinued,2025-10-22
P00800,Coffee 800,Grocery,BrandB,1039.62,active,2023-02-24
P00016,Keyboard 16,Electronics,BrandD,12387.77,active,2024-02-05
P00147,Bedsheet 147,Home,BrandC,53949.22,active,2024-03-29
P00542,Mouse 542,Electronics,BrandB,79244.19,active,2024-05-14
P00448,Chair 448,Home,BrandD,33311.51,active,2023-02-06
P00110,Oil 110,Grocery,BrandD,85862.06,active,2023-12-02
P00722,Sneakers 722,Fashion,BrandD,75564.96,active,2023-11-25
P00173,Speaker 173,Electronics,BrandA,69911.56,discontinued,2025-09-11
P00689,Cream 689,Beauty,BrandA,50562.19,active,2025-08-27
P00021,Cream 21,Beauty,BrandC,85893.82,active,2024-08-21
P00274,Shampoo 274,Beauty,BrandD,8584.95,active,2023-09-04
P00258,Perfume 258,Beauty,BrandB,68644.21,active,2023-07-25
P00559,Shampoo 559,Beauty,BrandC,72217.82,active,2025-01-10
P00366,Oil 366,Grocery,BrandC,48300.51,active,2023-08-11
P00602,T-Shirt 602,Fashion,BrandD,25905.25,discontinued,2025-04-07
P00412,Shampoo 412,Beauty,BrandA,11828.04,active,2024-09-11
P00440,Jeans 440,Fashion,BrandA,19592.08,discontinued,2025-08-25
P00214,Oil 214,Grocery,BrandB,58149.68,discontinued,2024-07-15
P00579,Rice 579,Grocery,BrandD,66545.66,discontinued,2023-02-17
P00336,Mouse 336,Electronics,BrandA,40699.34,active,2023-02-11
P00533,Oil 533,Grocery,BrandD,71506.81,active,2025-12-11
P00066,Speaker 66,Electronics,BrandB,19542.42,active,2023-07-29
P00184,Oil 184,Grocery,BrandA,57337.67,active,2024-09-12
P00237,Jeans 237,Fashion,BrandB,18616.48,active,2023-02-23
P00280,Jacket 280,Fashion,BrandC,77257.9,active,2025-03-31
P00227,T-Shirt 227,Fashion,BrandD,57830.24,discontinued,2025-09-23
P00647,Smartphone 647,Electronics,BrandC,54615.0,active,2025-03-16
P00305,Chair 305,Home,BrandC,18907.54,discontinued,2024-12-14
P00594,Perfume 594,Beauty,BrandB,84786.09,active,2023-02-05
P00566,Smartphone 566,Electronics,BrandD,56559.9,active,2025-09-02
P00316,Jeans 316,Fashion,BrandB,22142.03,discontinued,2024-03-18
